Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
2022-11-03 20:30:00,2022-11-03 19:30:00,0.5335879529725511
2022-11-03 20:45:00,2022-11-03 19:45:00,0.5107606243193037
2022-11-03 21:00:00,2022-11-03 20:00:00,0.5098656269709401
2022-11-03 21:15:00,2022-11-03 20:15:00,0.49121196044507504
2022-11-03 21:30:00,2022-11-03 20:30:00,0.4586544172872605
2022-11-03 21:45:00,2022-11-03 20:45:00,0.44377740699866713
2022-11-03 22:00:00,2022-11-03 21:00:00,0.4538781059310048
2022-11-03 22:15:00,2022-11-03 21:15:00,0.4717196036755075
2022-11-03 22:30:00,2022-11-03 21:30:00,0.46235232518250596
2022-11-03 22:45:00,2022-11-03 21:45:00,0.446917446134145
2022-11-03 23:00:00,2022-11-03 22:00:00,0.43995739837103137
2022-11-03 23:15:00,2022-11-03 22:15:00,0.4209407958336007
2022-11-03 23:30:00,2022-11-03 22:30:00,0.41787879100077824
2022-11-03 23:45:00,2022-11-03 22:45:00,0.4039651218288874
2022-11-04 00:00:00,2022-11-03 23:00:00,0.39383892149045313
2022-11-04 00:15:00,2022-11-03 23:15:00,0.3858513710728983
2022-11-04 00:30:00,2022-11-03 23:30:00,0.39202362939887786
2022-11-04 00:45:00,2022-11-03 23:45:00,0.38477857792122944
2022-11-04 01:00:00,2022-11-04 00:00:00,0.39118432712142887
2022-11-04 01:15:00,2022-11-04 00:15:00,0.38235737242080053
2022-11-04 01:30:00,2022-11-04 00:30:00,0.37951243555667175
2022-11-04 01:45:00,2022-11-04 00:45:00,0.3638605905452415
2022-11-04 02:00:00,2022-11-04 01:00:00,0.3574600436318858
